CODREGION,NOM_REGION,CODDIST,NOM_DISTRI,CODCOM,NOM_COMMUN
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420502",Antongomena_Bevary
"44",SOFIA,"4406",MANDRITSARA,"440605",Amboaboa
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"44",SOFIA,"4406",MANDRITSARA,"440611",Andohajango
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"44",SOFIA,"4406",MANDRITSARA,"440608",Ambohisoa
"44",SOFIA,"4406",MANDRITSARA,"440624",Mandritsara
"42",BOENY,"4205",MITSINJO,"420502",Antongomena_Bevary
"44",SOFIA,"4406",MANDRITSARA,"440602",Ambariokorano
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"44",SOFIA,"4405",MAMPIKONY,"440502",Ambohitoaka
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"44",SOFIA,"4406",MANDRITSARA,"440617",Antanandava
"42",BOENY,"4205",MITSINJO,"420505",Katsepy
"44",SOFIA,"4405",MAMPIKONY,"440503",Ampasimatera
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"52",ANALANJIROFO,"5202",MANANARA,"520209",Manambolosy
"42",BOENY,"4204",MAROVOAY,"420403",Ankazomborona
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"52",ANALANJIROFO,"5202",MANANARA,"520214",Vanono
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4204",MAROVOAY,"420411",Marovoay_Banlieu
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"44",SOFIA,"4405",MAMPIKONY,"440506",Betaramahamay
"42",BOENY,"4204",MAROVOAY,"420405",Antanambao Andranolava
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"44",SOFIA,"4406",MANDRITSARA,"440628",Tsaratanana
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4204",MAROVOAY,"420407",Bemaharivo
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"44",SOFIA,"4406",MANDRITSARA,"440620",Antsirabe_Afovoany
"44",SOFIA,"4406",MANDRITSARA,"440619",Antsiatsiaka
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"44",SOFIA,"4405",MAMPIKONY,"440505",Bekoratsaka
"42",BOENY,"4206",SOALALA,"420603",Soalala
"44",SOFIA,"4406",MANDRITSARA,"440623",Manampaneva
"42",BOENY,"4204",MAROVOAY,"420407",Bemaharivo
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4204",MAROVOAY,"420411",Marovoay_Banlieu
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4204",MAROVOAY,"420408",Manaratsandry
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4204",MAROVOAY,"420407",Bemaharivo
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4204",MAROVOAY,"420411",Marovoay_Banlieu
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"42",BOENY,"4204",MAROVOAY,"420407",Bemaharivo
"42",BOENY,"4203",MAHAJANGAII,"420307",Boanamary
"44",SOFIA,"4405",MAMPIKONY,"440501",Ambodihazoambo
"42",BOENY,"4206",SOALALA,"420601",Ambohipaky
"42",BOENY,"4204",MAROVOAY,"420407",Bemaharivo
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"44",SOFIA,"4405",MAMPIKONY,"440510",MampikonyII
"44",SOFIA,"4406",MANDRITSARA,"440625",Marotandrano
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"44",SOFIA,"4406",MANDRITSARA,"440606",Ambodiadabo
"42",BOENY,"4204",MAROVOAY,"420407",Bemaharivo
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"44",SOFIA,"4406",MANDRITSARA,"440609",Amborondolo
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"22",SAVA,"2202",ANTALAHA,"220216",Vinanivao
"44",SOFIA,"4405",MAMPIKONY,"440509",MampikonyI
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"52",ANALANJIROFO,"5202",MANANARA,"520212",Saromaona
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4204",MAROVOAY,"420410",Marovoay
"42",BOENY,"4205",MITSINJO,"420506",Matsakabanja
"42",BOENY,"4205",MITSINJO,"420502",Antongomena_Bevary
"42",BOENY,"4205",MITSINJO,"420503",Antseza
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4204",MAROVOAY,"420402",Ankaraobato
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420505",Katsepy
"44",SOFIA,"4405",MAMPIKONY,"440507",Komajia
"52",ANALANJIROFO,"5202",MANANARA,"520202",Ambodiampana
"42",BOENY,"4205",MITSINJO,"420505",Katsepy
"42",BOENY,"4205",MITSINJO,"420505",Katsepy
"42",BOENY,"4205",MITSINJO,"420505",Katsepy
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4206",SOALALA,"420603",Soalala
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420507",Mitsinjo
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4205",MITSINJO,"420504",Bekipay
"42",BOENY,"4204",MAROVOAY,"420401",Ambolomoty
"42",BOENY,"4201",AMBATO_BOENI,"420109",Manerinerina
"42",BOENY,"4204",MAROVOAY,"420409",Marosakoa
"44",SOFIA,"4406",MANDRITSARA,"440616",Antanambaon'Amberina
"42",BOENY,"4204",MAROVOAY,"420404",Anosinalainolona
"42",BOENY,"4204",MAROVOAY,"420412",Tsararano
"52",ANALANJIROFO,"5202",MANANARA,"520210",Mananara_Avaratra
"52",ANALANJIROFO,"5202",MANANARA,"520203",Ambodivoanio
"42",BOENY,"4206",SOALALA,"420601",Ambohipaky
"43",MELAKY,"4303",BESALAMPY,"430308",Soanenga
"42",BOENY,"4206",SOALALA,"420601",Ambohipaky
"52",ANALANJIROFO,"5202",MANANARA,"520210",Mananara_Avaratra
"43",MELAKY,"4303",BESALAMPY,"430308",Soanenga
"42",BOENY,"4204",MAROVOAY,"420406",Antanimasaka
"44",SOFIA,"4405",MAMPIKONY,"440508",Malakialina
"52",ANALANJIROFO,"5202",MANANARA,"520208",Imorona
"42",BOENY,"4206",SOALALA,"420601",Ambohipaky
"43",MELAKY,"4303",BESALAMPY,"430303",Ankasakasa_Tsibiray
"43",MELAKY,"4303",BESALAMPY,"430308",Soanenga
"43",MELAKY,"4303",BESALAMPY,"430303",Ankasakasa_Tsibiray
"43",MELAKY,"4303",BESALAMPY,"430303",Ankasakasa_Tsibiray
"43",MELAKY,"4303",BESALAMPY,"430303",Ankasakasa_Tsibiray
"43",MELAKY,"4303",BESALAMPY,"430303",Ankasakasa_Tsibiray
"52",ANALANJIROFO,"5202",MANANARA,"520211",Sandrakatsy
"52",ANALANJIROFO,"5202",MANANARA,"520205",Antanambaobe
"42",BOENY,"4206",SOALALA,"420601",Ambohipaky
"43",MELAKY,"4303",BESALAMPY,"430303",Ankasakasa_Tsibiray
"43",MELAKY,"4303",BESALAMPY,"430303",Ankasakasa_Tsibiray
"43",MELAKY,"4303",BESALAMPY,"430303",Ankasakasa_Tsibiray
"43",MELAKY,"4303",BESALAMPY,"430303",Ankasakasa_Tsibiray
"43",MELAKY,"4303",BESALAMPY,"430303",Ankasakasa_Tsibiray
"43",MELAKY,"4303",BESALAMPY,"430303",Ankasakasa_Tsibiray
"51",ALAOTRA MANGORO,"5103",ANDILAMENA,"510304",Maitsokely
"43",MELAKY,"4303",BESALAMPY,"430303",Ankasakasa_Tsibiray
"52",ANALANJIROFO,"5202",MANANARA,"520204",Andasibe
"42",BOENY,"4201",AMBATO_BOENI,"420111",Tsaramandroso
"52",ANALANJIROFO,"5202",MANANARA,"520213",Tanibe
"52",ANALANJIROFO,"5205",SOANIERANA IVONGO,"520505",Antenina
"52",ANALANJIROFO,"5202",MANANARA,"520207",Antananivo
"42",BOENY,"4201",AMBATO_BOENI,"420106",Ankijabe
"42",BOENY,"4201",AMBATO_BOENI,"420108",Madirovalo
"42",BOENY,"4201",AMBATO_BOENI,"420103",Andranofasika
"52",ANALANJIROFO,"5202",MANANARA,"520206",Antanambe
"44",SOFIA,"4406",MANDRITSARA,"440610",Ampatakamaroreny
"42",BOENY,"4205",MITSINJO,"420501",Ambarimaninga
"41",BETSIBOKA,"4103",TSARATANANA,"410310",Sarobaratra
"51",ALAOTRA MANGORO,"5103",ANDILAMENA,"510306",Marovato
"42",BOENY,"4201",AMBATO_BOENI,"420102",Ambondromamy
"42",BOENY,"4201",AMBATO_BOENI,"420105",Anjiajia
"42",BOENY,"4206",SOALALA,"420602",Andranomavo
"52",ANALANJIROFO,"5202",MANANARA,"520201",Ambatoharanana
"42",BOENY,"4201",AMBATO_BOENI,"420112",Ambato Boeny
"42",BOENY,"4201",AMBATO_BOENI,"420104",Andranomamy
"51",ALAOTRA MANGORO,"5103",ANDILAMENA,"510307",Miarinarivo
"42",BOENY,"4201",AMBATO_BOENI,"420101",Ambato Ambarimay
"41",BETSIBOKA,"4103",TSARATANANA,"410311",Tsararova
"51",ALAOTRA MANGORO,"5103",ANDILAMENA,"510305",Maroadabo
"43",MELAKY,"4303",BESALAMPY,"430304",Bekodoka
"42",BOENY,"4201",AMBATO_BOENI,"420110",Sitampiky
"43",MELAKY,"4303",BESALAMPY,"430305",Besalampy
"41",BETSIBOKA,"4103",TSARATANANA,"410304",Bekapaika
"52",ANALANJIROFO,"5205",SOANIERANA IVONGO,"520501",Ambahoabe
"41",BETSIBOKA,"4102",MAEVATANANA,"410202",Ambalanjanakomby
"42",BOENY,"4201",AMBATO_BOENI,"420107",Ankirihitra
"41",BETSIBOKA,"4102",MAEVATANANA,"410213",Mangabe
"52",ANALANJIROFO,"5205",SOANIERANA IVONGO,"520507",Manompana
"43",MELAKY,"4303",BESALAMPY,"430302",Ampako Ambalarano
"41",BETSIBOKA,"4102",MAEVATANANA,"410201",Ambalajia
"41",BETSIBOKA,"4103",TSARATANANA,"410312",Tsaratanana
"51",ALAOTRA MANGORO,"5103",ANDILAMENA,"510308",Tanananifololahy
"51",ALAOTRA MANGORO,"5103",ANDILAMENA,"510301",Andilamena
"52",ANALANJIROFO,"5205",SOANIERANA IVONGO,"520503",Andapafito
"43",MELAKY,"4303",BESALAMPY,"430306",Mahabe
"52",ANALANJIROFO,"5204",SAINTE MARIE,"520401",Lonkintsy
"41",BETSIBOKA,"4102",MAEVATANANA,"410215",Marokoro
"51",ALAOTRA MANGORO,"5103",ANDILAMENA,"510302",Antanimenabaka
"52",ANALANJIROFO,"5205",SOANIERANA IVONGO,"520502",Ambodiampana
"41",BETSIBOKA,"4102",MAEVATANANA,"410208",Madiromirafy
"52",ANALANJIROFO,"5205",SOANIERANA IVONGO,"520504",Antanifotsy
"43",MELAKY,"4303",BESALAMPY,"430307",Marovoay Sud
"41",BETSIBOKA,"4102",MAEVATANANA,"410207",Beratsimanana
"41",BETSIBOKA,"4102",MAEVATANANA,"410210",Maevatanana II
"52",ANALANJIROFO,"5205",SOANIERANA IVONGO,"520506",Fotsialanana
"41",BETSIBOKA,"4103",TSARATANANA,"410305",Betrandraka
"52",ANALANJIROFO,"5205",SOANIERANA IVONGO,"520508",Soanierana-Ivongo
"43",MELAKY,"4304",MAINTIRANO,"430407",Bebaboky_Sud
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520105",Antsiatsiaka
"41",BETSIBOKA,"4102",MAEVATANANA,"410209",Maevatanana
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520110",Saranambana
"41",BETSIBOKA,"4101",KANDREHO,"410103",Antanimbaribe
"41",BETSIBOKA,"4102",MAEVATANANA,"410206",Bemokotra
"41",BETSIBOKA,"4103",TSARATANANA,"410303",Andriamena
"51",ALAOTRA MANGORO,"5103",ANDILAMENA,"510303",Bemaitso
"52",ANALANJIROFO,"5204",SAINTE MARIE,"520401",Lonkintsy
"52",ANALANJIROFO,"5204",SAINTE MARIE,"520401",Lonkintsy
"41",BETSIBOKA,"4102",MAEVATANANA,"410212",Mahazoma
"41",BETSIBOKA,"4103",TSARATANANA,"410309",Sakoamadinika
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510202",Amboavory
"41",BETSIBOKA,"4102",MAEVATANANA,"410205",Antsiafabositra
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520103",Ampasimbe Manantsatrana
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520109",Miaromivalana I
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520112",Vohipeno
"41",BETSIBOKA,"4102",MAEVATANANA,"410214",Maria
"43",MELAKY,"4303",BESALAMPY,"430301",Ambolodia Sud
"41",BETSIBOKA,"4102",MAEVATANANA,"410204",Antanimbary
"52",ANALANJIROFO,"5204",SAINTE MARIE,"520401",Lonkintsy
"52",ANALANJIROFO,"5206",VAVATENINA,"520605",Andasibe
"43",MELAKY,"4304",MAINTIRANO,"430410",Berevo_sur_ranobe
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520104",Ampasina_Maningory
"41",BETSIBOKA,"4103",TSARATANANA,"410307",Keliloha
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510219",Vohimenakely
"43",MELAKY,"4304",MAINTIRANO,"430409",Bemokotra Sud
"41",BETSIBOKA,"4103",TSARATANANA,"410302",Ampandrana
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510213",Beanana
"43",MELAKY,"4304",MAINTIRANO,"430405",Antsaidoha_Bebao
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520111",Vohilengo
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510204",Ambohijanahary
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510209",Andilana Nord
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520101",Ambatoaranana Tsaratampona
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510206",Ambohitrarivo
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510210",Andrebakely I
"52",ANALANJIROFO,"5206",VAVATENINA,"520601",Ambatoharanana
"41",BETSIBOKA,"4102",MAEVATANANA,"410217",Tsararano
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520102",Ambodimanga II
"41",BETSIBOKA,"4101",KANDREHO,"410106",Kandreho
"52",ANALANJIROFO,"5206",VAVATENINA,"520606",Anjahambe
"41",BETSIBOKA,"4103",TSARATANANA,"410306",Brieville
"41",BETSIBOKA,"4101",KANDREHO,"410101",Ambaliha
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520108",Mahanoro
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510203",Ambodimanga
"43",MELAKY,"4304",MAINTIRANO,"430416",Tambohorano
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510217",Sahamamy
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510218",Tanambe
"52",ANALANJIROFO,"5206",VAVATENINA,"520604",Ampasimazava
"43",MELAKY,"4301",AMBATOMAINTY,"430102",Bemarivo
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510220",Vohitsara
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510110",Antanandava
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520106",Fenoarivo Atsinanana
"41",BETSIBOKA,"4102",MAEVATANANA,"410203",Andriba
"52",ANALANJIROFO,"5206",VAVATENINA,"520609",Sahatavy
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510214",Bedidy
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510109",Andromba
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510116",Imerimandroso
"41",BETSIBOKA,"4101",KANDREHO,"410104",Behazomaty
"52",ANALANJIROFO,"5206",VAVATENINA,"520603",Ambohibe
"43",MELAKY,"4304",MAINTIRANO,"430417",Veromanga
"52",ANALANJIROFO,"5206",VAVATENINA,"520610",Vavatenina
"41",BETSIBOKA,"4102",MAEVATANANA,"410216",Morafeno
"52",ANALANJIROFO,"5206",VAVATENINA,"520607",Maromitety
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510212",Anororo
"52",ANALANJIROFO,"5201",FENOARIVO ATSINANANA,"520107",Mahambo
"43",MELAKY,"4305",MORAFENOBE,"430503",Morafenobe
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510106",Amparihitsokatra
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510207",Amparafaravola
"41",BETSIBOKA,"4103",TSARATANANA,"410301",Ambakireny
"52",ANALANJIROFO,"5206",VAVATENINA,"520602",Ambodimangavalo
"43",MELAKY,"4304",MAINTIRANO,"430415",Maromavo
"43",MELAKY,"4301",AMBATOMAINTY,"430103",Marotsialeha
"41",BETSIBOKA,"4101",KANDREHO,"410102",Andasibe
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510104",Ambatosoratra
"43",MELAKY,"4301",AMBATOMAINTY,"430101",Ambatomainty
"52",ANALANJIROFO,"5206",VAVATENINA,"520608",Miarinarivo
"41",BETSIBOKA,"4101",KANDREHO,"410105",Betaimboay
"53",ATSINANANA,"5306",TOAMASINA II,"530605",Ampasimbe Onibe
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510205",Ambohimandroso I
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510208",Ampasikely
"41",BETSIBOKA,"4103",TSARATANANA,"410308",Manakana
"43",MELAKY,"4304",MAINTIRANO,"430402",Andranovao
"41",BETSIBOKA,"4102",MAEVATANANA,"410211",Mahatsinjo
"43",MELAKY,"4304",MAINTIRANO,"430416",Tambohorano
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510117",Manakambahiny_Est
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510201",Ambatomainty
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510211",Andrebakely II Est
"53",ATSINANANA,"5306",TOAMASINA II,"530614",Mahavelona
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510105",Ambohitsilaozana
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510215",Morarano Chrome
"43",MELAKY,"4301",AMBATOMAINTY,"430104",Sarodrano
"43",MELAKY,"4304",MAINTIRANO,"430403",Andrea
"53",ATSINANANA,"5306",TOAMASINA II,"530608",Andondabe
"43",MELAKY,"4304",MAINTIRANO,"430402",Andranovao
"53",ATSINANANA,"5306",TOAMASINA II,"530606",Ampisokina
"43",MELAKY,"4304",MAINTIRANO,"430402",Andranovao
"43",MELAKY,"4304",MAINTIRANO,"430402",Andranovao
"53",ATSINANANA,"5306",TOAMASINA II,"530615",Mangabe
"43",MELAKY,"4304",MAINTIRANO,"430402",Andranovao
"11",ANALAMANGA,"1104",ANKAZOBE,"110406",Fiadanana
"43",MELAKY,"4304",MAINTIRANO,"430402",Andranovao
"43",MELAKY,"4304",MAINTIRANO,"430403",Andrea
"43",MELAKY,"4304",MAINTIRANO,"430402",Andranovao
"43",MELAKY,"4304",MAINTIRANO,"430402",Andranovao
"43",MELAKY,"4304",MAINTIRANO,"430403",Andrea
"43",MELAKY,"4304",MAINTIRANO,"430403",Andrea
"12",BONGOLAVA,"1201",FENOARIVOBE,"120102",Ambohitromby
"53",ATSINANANA,"5306",TOAMASINA II,"530610",Antenina I
"43",MELAKY,"4304",MAINTIRANO,"430403",Andrea
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510107",Ampitatsimo
"11",ANALAMANGA,"1104",ANKAZOBE,"110413",Tsaramasoandro
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510118",Manakambahiny Andrefana
"11",ANALAMANGA,"1103",ANJOZOROBE,"110317",Marotsipoy
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510111",Antsangatsanga
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510101",Ambandrika
"53",ATSINANANA,"5306",TOAMASINA II,"530607",Amporoforo
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510114",Feramanga_nord
"12",BONGOLAVA,"1201",FENOARIVOBE,"120106",Mahajeby
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510112",Bejofo
"11",ANALAMANGA,"1104",ANKAZOBE,"110408",Kiangara
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510102",Ambatondrazaka I
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510103",Ambatondrazaka II
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510115",Ilafy
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510119",Soalazaina
"51",ALAOTRA MANGORO,"5102",AMPARAFARAVOLA,"510216",Ranomainty Tsarahonenana
"53",ATSINANANA,"5306",TOAMASINA II,"530602",Ambodiriana
"43",MELAKY,"4305",MORAFENOBE,"430502",Beravina
"53",ATSINANANA,"5306",TOAMASINA II,"530613",Fito_Sahaviavy
"53",ATSINANANA,"5306",TOAMASINA II,"530616",Sahambala
"11",ANALAMANGA,"1103",ANJOZOROBE,"110308",Amparatanjona Ambony
"11",ANALAMANGA,"1104",ANKAZOBE,"110404",Antakavana
"53",ATSINANANA,"5306",TOAMASINA II,"530611",Antetezambaro
"43",MELAKY,"4304",MAINTIRANO,"430408",Belitsaka
"43",MELAKY,"4304",MAINTIRANO,"430408",Belitsaka
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510108",Andilanatoby
"43",MELAKY,"4304",MAINTIRANO,"430403",Andrea
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510113",Didy
"43",MELAKY,"4304",MAINTIRANO,"430408",Belitsaka
"43",MELAKY,"4304",MAINTIRANO,"430413",Maintirano
"43",MELAKY,"4304",MAINTIRANO,"430408",Belitsaka
"43",MELAKY,"4304",MAINTIRANO,"430408",Belitsaka
"43",MELAKY,"4304",MAINTIRANO,"430408",Belitsaka
"11",ANALAMANGA,"1103",ANJOZOROBE,"110304",Ambohibary
"12",BONGOLAVA,"1202",TSIROANOMANDIDY,"120210",Fierenana
"53",ATSINANANA,"5306",TOAMASINA II,"530617",Toamasina Suburbaine
"12",BONGOLAVA,"1201",FENOARIVOBE,"120103",Fenoarivobe
"53",ATSINANANA,"5306",TOAMASINA II,"530601",Ambodilazana
"12",BONGOLAVA,"1201",FENOARIVOBE,"120105",Kiranomena
"11",ANALAMANGA,"1103",ANJOZOROBE,"110303",Amboasary
"12",BONGOLAVA,"1201",FENOARIVOBE,"120101",Ambatomainty
"51",ALAOTRA MANGORO,"5101",AMBATONDRAZAKA,"510120",Tanambao Besakay
"43",MELAKY,"4304",MAINTIRANO,"430401",Andabotoka
"11",ANALAMANGA,"1103",ANJOZOROBE,"110315",Betatao
"11",ANALAMANGA,"1104",ANKAZOBE,"110412",Talata Angavo
"53",ATSINANANA,"5306",TOAMASINA II,"530611",Antetezambaro
"53",ATSINANANA,"5306",TOAMASINA II,"530611",Antetezambaro
"12",BONGOLAVA,"1201",FENOARIVOBE,"120108",Tsinjoarivo
